,Name,Surname,Division,Manager,Gender,LGBTQ,Nationality,Ethnicity,Disability,Age,Mobile Number,Email,Avez-vous déjà été victime/témoin de harcèlement sexuel ?,Avez-vous déjà été victime/témoin de discrimination raciale ?,Avez-vous déjà été témoin ou victime de discrimination fondée sur le genre au travail ?,Avez-vous déjà été témoin ou victime de discrimination fondée sur l'âge au travail ?,Avez-vous déjà été témoin ou victime de discrimination fondée sur le genre ou l’orientation sexuelle ?,"Avez-vous déjà été témoin ou victime de discrimination fondée sur votre religion, culture ?",Avez-vous déjà été témoin ou victime de discrimination basée sur votre état de santé ou handicap au travail ?,Avez-vous déjà été témoin ou victime de discrimination basée sur votre parentalité ou future parentalité ?,Avez-vous déjà ressenti une situation de harcèlement moral ou psychologique au travail ?,Vous sentez-vous en mesure de signaler en toute sécurité des préoccupations concernant des comportements inappropriés au travail ?,"Dans le cas où vous avez déjà fait un signalement, comment jugez-vous le traitement de votre plainte ? (1 à 10, 10 étant totalement satisfait)",Estimez-vous que l'égalité est respectée au sein de votre entreprise ? (1 à 10),Dans quelle mesure diriez-vous que votre entreprise valorise la diversité et l'inclusion ? (1 à 10),"Vous sentez-vous apprécié pour le travail que vous accomplissez, indépendamment de votre identité sexuelle, de votre race, de votre handicap ou de votre nationalité ? (1 à 10)","Vous sentez-vous heureux au travail ? (1 à 10, 10 étant la meilleure note)","Vous sentez-vous en sécurité au travail ? (1 à 10, 10 étant la meilleure note)","Comment évaluez-vous votre niveau de stress au travail ? (1 à 10, où 10 représente le plus faible niveau de stress)","Comment évaluez-vous la qualité des relations avec vos collègues de travail ? (1 à 10, 10 étant la meilleure note)","Recommanderiez-vous l’entreprise à un proche ? (1 à 10, 10 tout à fait)",Vous sentez-vous respecté(e) et entendu(e) par vos collègues et votre hiérarchie ? (1 à 10),"Pensez-vous que votre entreprise valorise et promeut activement un environnement de travail inclusif ? (1 à 10, 10 tout à fait)","Pensez-vous que la direction et les managers de votre entreprise sont engagés et responsables en matière de diversité et d'inclusion ? (1 à 10, 10 tout à fait)","Selon vous, quelles mesures l'entreprise devrait-elle prendre pour mieux prévenir et gérer les discriminations ?",Votre entreprise propose-t-elle des formations régulières sur la diversité et l'inclusion pour tous les employés ?,L'entreprise dispose-t-elle de politiques claires et accessibles concernant la lutte contre la discrimination et le harcèlement ?,Avez-vous accès à une personne de contact ou à un service dédié pour signaler les incidents de discrimination ou de harcèlement ?,Salaire_Annuel,Pays,Continent,Moyenne_Toutes_Colonnes_Num
9806,Alan,Tyler,IT,No,Male,No,Maltese,White,No,52,474 560 3007,Alan.Tyler@mail.ca,Souvent,Souvent,Jamais,Rarement,Rarement,Souvent,Parfois,Rarement,Jamais,Souvent,5,10,8,5,7,2,6,8,3,9,6,8,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Oui,Non,80225,Malta,Europe,6.42
9807,Joy,Ebden,Sales,No,Female,No,Indian,White,Yes,35,813 886 3363,Joy.Ebden@mail.ca,Rarement,Jamais,Régulièrement,Rarement,Souvent,Jamais,Souvent,Souvent,Rarement,Jamais,8,4,8,10,4,8,6,6,9,7,9,5,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Oui,Non,40926,India,Asia,7.0
9808,Marina,Olivier,Finance,No,Male,No,Indian,White,No,50,578 568 9408,Marina.Olivier@mail.ca,Parfois,Régulièrement,Rarement,Régulièrement,Souvent,Parfois,Rarement,Rarement,Jamais,Rarement,8,4,4,7,8,8,8,5,10,9,6,9,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Oui,79845,India,Asia,7.17
9809,Johnny,Attwood,Operations,No,Male,No,Indonesian,White,No,38,419 505 8181,Johnny.Attwood@mail.ca,Rarement,Jamais,Parfois,Parfois,Rarement,Parfois,Rarement,Souvent,Rarement,Jamais,8,4,7,2,9,7,8,4,8,8,7,9,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Oui,Non,36884,Indonesia,Asia,6.75
9810,Rocco,Stone,Sales,No,Female,No,English,White,No,42,703 238 1936,Rocco.Stone@mail.ca,Souvent,Rarement,Souvent,Rarement,Souvent,Souvent,Souvent,Rarement,Rarement,Rarement,2,6,9,3,1,5,8,3,10,9,7,9,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,58023,United Kingdom,Europe,6.0
9811,Ivy,Cunningham,Finance,No,Female,No,Korean,White,No,44,676 693 8140,Ivy.Cunningham@mail.ca,Parfois,Rarement,Souvent,Rarement,Souvent,Rarement,Souvent,Souvent,Jamais,Rarement,5,7,7,10,4,6,6,7,3,7,2,8,Créer un comité dédié à la diversité pour superviser les initiatives inclusives.,Non,Non,Non,32114,South Korea,Asia,6.0
9812,William,Radcliffe,Marketing,No,Female,No,British,White,Yes,52,604 503 7101,William.Radcliffe@mail.ca,Rarement,Jamais,Rarement,Jamais,Souvent,Parfois,Rarement,Régulièrement,Souvent,Souvent,3,3,10,9,5,7,9,5,7,7,8,6,Proposer des formations régulières sur la diversité et l'inclusion.,Oui,Oui,Non,87896,United Kingdom,Europe,6.58
9813,Harriet,Foxley,IT,No,Prefer not to say,Yes,Canadian,Asian,No,40,281 561 9613,Harriet.Foxley@mail.ca,Jamais,Régulièrement,Jamais,Parfois,Jamais,Souvent,Parfois,Souvent,Parfois,Parfois,3,2,8,7,9,9,9,6,7,10,9,10,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,77883,Canada,North America,7.42
9814,Natalie,Griffiths,IT,No,Male,No,Canadian,White,No,34,176 232 9239,Natalie.Griffiths@mail.ca,Parfois,Jamais,Régulièrement,Parfois,Parfois,Parfois,Jamais,Rarement,Parfois,Régulièrement,4,7,3,8,4,5,7,9,7,7,5,8,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,59691,Canada,North America,6.17
9815,Clint,Truscott,RD,No,Female,Yes,Greek,Asian,No,39,671 219 4771,Clint.Truscott@mail.ca,Jamais,Parfois,Souvent,Rarement,Souvent,Rarement,Parfois,Parfois,Parfois,Rarement,7,8,9,6,8,7,5,9,9,9,9,10,Améliorer la transparence dans le traitement des signalements de discrimination.,Non,Non,Non,40697,Greece,Europe,8.0
9816,Jacqueline,Jefferson,HR,No,Female,No,American,White,No,32,305 180 1567,Jacqueline.Jefferson@mail.ca,Jamais,Jamais,Souvent,Rarement,Parfois,Jamais,Jamais,Rarement,Jamais,Jamais,7,9,8,7,1,9,10,3,5,6,8,7,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,82026,United States,North America,6.67
9817,Remy,Paterson,IT,No,Male,No,Canadian,White,No,46,593 909 8072,Remy.Paterson@mail.ca,Jamais,Souvent,Rarement,Parfois,Rarement,Rarement,Parfois,Régulièrement,Régulièrement,Parfois,3,8,1,8,1,8,6,9,8,10,8,7,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Oui,86322,Canada,North America,6.42
9818,Chester,Collins,Marketing,No,Male,No,American,White,No,32,886 580 7574,Chester.Collins@mail.ca,Rarement,Rarement,Souvent,Parfois,Régulièrement,Rarement,Jamais,Souvent,Rarement,Parfois,7,9,10,6,9,6,8,7,6,9,3,10,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,61406,United States,North America,7.5
9819,Ryan,Carter,Sales,No,Male,No,Indian,White,No,35,694 898 6416,Ryan.Carter@mail.ca,Souvent,Souvent,Souvent,Rarement,Régulièrement,Parfois,Jamais,Jamais,Parfois,Rarement,9,10,4,10,3,9,9,7,8,7,5,9,Promouvoir des politiques de tolérance zéro contre la discrimination.,Oui,Non,Oui,14477,India,Asia,7.5
9820,Piper,Howard,Sales,Yes,Male,No,Hungarian,Asian,Yes,24,624 732 2608,Piper.Howard@mail.ca,Jamais,Rarement,Jamais,Souvent,Jamais,Parfois,Jamais,Souvent,Parfois,Rarement,5,2,6,5,4,7,9,10,5,9,8,7,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,13377,Hungary,Europe,6.42
9821,Lindsay,James,Sales,No,Male,Yes,British,White,No,27,827 643 7751,Lindsay.James@mail.ca,Rarement,Rarement,Rarement,Rarement,Parfois,Rarement,Parfois,Parfois,Rarement,Parfois,10,3,8,8,9,2,8,1,7,10,6,9,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,33406,United Kingdom,Europe,6.75
9822,William,Ainsworth,Sales,No,Male,No,Canadian,White,No,65,516 928 7906,William.Ainsworth@mail.ca,Rarement,Rarement,Souvent,Parfois,Jamais,Souvent,Régulièrement,Rarement,Jamais,Régulièrement,6,9,7,8,4,10,2,6,4,8,9,10,Promouvoir des politiques de tolérance zéro contre la discrimination.,Oui,Non,Non,67023,Canada,North America,6.92
9823,Florence,Thomson,Finance,No,Male,No,Indian,White,No,24,516 904 7803,Florence.Thomson@mail.ca,Jamais,Rarement,Jamais,Souvent,Parfois,Parfois,Souvent,Rarement,Parfois,Rarement,7,6,9,6,10,9,4,4,10,8,6,7,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Oui,21890,India,Asia,7.17
9824,Brad,Hobbs,Marketing,No,Female,No,Canadian,White,No,46,742 847 4850,Brad.Hobbs@mail.ca,Rarement,Rarement,Rarement,Parfois,Rarement,Rarement,Régulièrement,Parfois,Souvent,Jamais,8,6,9,10,9,8,5,5,2,3,10,8,Améliorer la transparence dans le traitement des signalements de discrimination.,Non,Non,Non,84106,Canada,North America,6.92
9825,Vivian,White,IT,Yes,Male,No,Canadian,White,No,57,191 100 4148,Vivian.White@mail.ca,Souvent,Souvent,Jamais,Jamais,Rarement,Souvent,Parfois,Souvent,Rarement,Rarement,9,8,5,9,5,9,8,8,8,3,7,10,Améliorer la transparence dans le traitement des signalements de discrimination.,Non,Non,Non,20444,Canada,North America,7.42
9826,Paula,Evans,Marketing,Yes,Male,No,Tunisian,White,No,45,837 703 7456,Paula.Evans@mail.ca,Rarement,Rarement,Rarement,Souvent,Rarement,Souvent,Jamais,Rarement,Parfois,Rarement,7,6,8,10,9,8,1,7,3,10,9,3,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,84088,Tunisia,Africa,6.75
9827,Hannah,Whinter,Sales,No,Female,No,English,White,No,37,228 842 4843,Hannah.Whinter@mail.ca,Souvent,Souvent,Jamais,Jamais,Souvent,Parfois,Souvent,Rarement,Parfois,Jamais,4,6,1,3,7,7,5,9,10,7,4,7,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Oui,89106,United Kingdom,Europe,5.83
9828,Ethan,Hardwick,Finance,No,Female,No,Korean,White,No,30,974 480 4581,Ethan.Hardwick@mail.ca,Souvent,Souvent,Souvent,Parfois,Régulièrement,Jamais,Jamais,Jamais,Rarement,Jamais,10,6,10,9,8,8,8,8,9,2,8,10,Améliorer la transparence dans le traitement des signalements de discrimination.,Non,Non,Non,60242,South Korea,Asia,8.0
9829,Luke,Kent,Sales,No,Male,Yes,Indian,Asian,No,36,448 486 2071,Luke.Kent@mail.ca,Jamais,Rarement,Jamais,Jamais,Jamais,Régulièrement,Parfois,Parfois,Parfois,Rarement,10,5,6,8,8,5,2,5,9,7,5,7,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,73885,India,Asia,6.42
9830,Freya,Edmonds,Marketing,No,Male,No,Canadian,White,No,41,242 599 8438,Freya.Edmonds@mail.ca,Rarement,Jamais,Rarement,Rarement,Rarement,Rarement,Souvent,Jamais,Parfois,Parfois,9,8,9,6,3,9,9,10,5,8,6,9,Renforcer la sensibilisation à la diversité par des événements culturels et des formations interculturelles.,Oui,Non,Non,49996,Canada,North America,7.58
9831,Henry,Rowan,RD,No,Female,No,Australian,White,No,56,375 634 7989,Henry.Rowan@mail.ca,Jamais,Régulièrement,Souvent,Parfois,Souvent,Rarement,Rarement,Souvent,Rarement,Souvent,9,9,5,5,8,8,10,6,9,9,8,8,Renforcer la sensibilisation à la diversité par des événements culturels et des formations interculturelles.,Non,Non,Oui,75561,Australia,Australia,7.83
9832,Johnny,Newton,Marketing,No,Male,No,English,Asian,Yes,29,669 626 3508,Johnny.Newton@mail.ca,Souvent,Régulièrement,Parfois,Souvent,Souvent,Régulièrement,Jamais,Rarement,Parfois,Souvent,6,5,8,9,8,9,8,9,3,9,7,4,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,36615,United Kingdom,Europe,7.08
9833,Carter,Osmond,Marketing,Yes,Male,No,American,Asian,No,25,589 612 7396,Carter.Osmond@mail.ca,Jamais,Parfois,Régulièrement,Jamais,Rarement,Parfois,Rarement,Régulièrement,Rarement,Rarement,9,5,9,3,8,8,10,1,5,2,3,10,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,59818,United States,North America,6.08
9834,Gabriel,Crawford,Operations,Yes,Male,No,Canadian,Asian,No,55,639 637 6512,Gabriel.Crawford@mail.ca,Rarement,Souvent,Jamais,Régulièrement,Parfois,Parfois,Rarement,Souvent,Rarement,Souvent,3,4,1,7,10,5,10,9,4,1,9,9,Proposer des formations régulières sur la diversité et l'inclusion.,Oui,Non,Oui,64541,Canada,North America,6.0
9835,Tony,Bailey,IT,No,Male,No,Greek,Black,Yes,38,144 333 7794,Tony.Bailey@mail.ca,Rarement,Jamais,Parfois,Parfois,Régulièrement,Parfois,Rarement,Jamais,Souvent,Rarement,7,10,9,9,10,6,8,8,9,7,9,8,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,15373,Greece,Europe,8.33
9836,Lexi,Waterson,IT,No,Male,No,Bangladeshi,White,No,29,478 384 1613,Lexi.Waterson@mail.ca,Rarement,Parfois,Parfois,Rarement,Rarement,Rarement,Souvent,Jamais,Jamais,Souvent,9,9,8,9,4,5,7,10,7,9,4,3,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,18528,Bangladesh,Asia,7.0
9837,Sarah,Neal,HR,No,Male,No,Canadian,Asian,No,42,656 180 6707,Sarah.Neal@mail.ca,Souvent,Souvent,Souvent,Rarement,Parfois,Jamais,Jamais,Rarement,Parfois,Rarement,5,6,7,5,8,8,8,9,5,7,8,5,Renforcer la sensibilisation à la diversité par des événements culturels et des formations interculturelles.,Non,Non,Non,68590,Canada,North America,6.75
9838,Sofie,Dillon,Marketing,No,Female,No,Indian,White,No,40,368 486 7278,Sofie.Dillon@mail.ca,Jamais,Jamais,Régulièrement,Rarement,Rarement,Souvent,Régulièrement,Régulièrement,Jamais,Souvent,8,8,9,3,6,2,4,7,3,8,3,8,Améliorer la transparence dans le traitement des signalements de discrimination.,Non,Non,Non,44651,India,Asia,5.75
9839,Danny,Horton,Sales,Yes,Male,No,German,Asian,No,43,711 548 1435,Danny.Horton@mail.ca,Parfois,Jamais,Jamais,Rarement,Rarement,Souvent,Parfois,Parfois,Parfois,Souvent,7,10,7,4,8,8,5,9,5,9,9,3,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,71345,Germany,Europe,7.0
9840,Julian,Tutton,Sales,No,Female,No,Indian,White,No,34,193 914 1397,Julian.Tutton@mail.ca,Souvent,Rarement,Parfois,Souvent,Parfois,Rarement,Rarement,Régulièrement,Parfois,Parfois,6,9,2,9,7,5,3,2,7,5,9,8,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Oui,56266,India,Asia,6.0
9841,Marla,Campbell,Operations,No,Male,No,Ukrainian,Asian,Yes,35,593 304 3929,Marla.Campbell@mail.ca,Jamais,Régulièrement,Régulièrement,Jamais,Jamais,Rarement,Parfois,Jamais,Jamais,Parfois,5,7,9,8,10,9,7,3,8,9,8,5,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,30779,Ukraine,Europe,7.33
9842,Freya,Rodgers,HR,No,Male,No,English,White,No,57,946 700 6143,Freya.Rodgers@mail.ca,Souvent,Régulièrement,Rarement,Rarement,Régulièrement,Jamais,Souvent,Jamais,Parfois,Parfois,9,5,9,9,4,2,10,8,5,8,9,10,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,52135,United Kingdom,Europe,7.33
9843,Joseph,Saunders,IT,Yes,Male,No,German,Black,No,25,209 780 6039,Joseph.Saunders@mail.ca,Jamais,Parfois,Rarement,Jamais,Rarement,Rarement,Parfois,Rarement,Jamais,Jamais,8,8,9,7,9,8,2,6,7,7,5,10,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Oui,Non,69545,Germany,Europe,7.17
9844,Fred,Irwin,IT,No,Female,No,German,White,No,30,903 331 8432,Fred.Irwin@mail.ca,Jamais,Parfois,Souvent,Souvent,Parfois,Souvent,Rarement,Régulièrement,Rarement,Parfois,8,6,5,7,10,9,8,9,9,7,5,5,Améliorer la transparence dans le traitement des signalements de discrimination.,Non,Non,Oui,64478,Germany,Europe,7.33
9845,Kurt,Attwood,Marketing,No,Prefer not to say,No,Indian,Middle Eastern,No,30,344 402 3362,Kurt.Attwood@mail.ca,Jamais,Parfois,Souvent,Rarement,Jamais,Souvent,Souvent,Jamais,Souvent,Parfois,5,10,6,9,6,5,1,8,3,3,7,3,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,38274,India,Asia,5.5
9846,Maxwell,Farrow,Operations,No,Male,No,Indian,White,Yes,28,889 539 3861,Maxwell.Farrow@mail.ca,Rarement,Parfois,Rarement,Rarement,Souvent,Parfois,Souvent,Souvent,Jamais,Souvent,9,6,5,9,5,4,9,7,8,6,3,9,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Oui,Oui,85949,India,Asia,6.67
9847,Lucy,Holmes,Finance,No,Male,No,Canadian,White,No,33,993 522 3156,Lucy.Holmes@mail.ca,Jamais,Jamais,Jamais,Rarement,Rarement,Régulièrement,Parfois,Rarement,Souvent,Rarement,8,7,7,4,8,7,5,3,4,2,10,8,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,18328,Canada,North America,6.08
9848,Miriam,Clarke,IT,No,Non-binary/non-conforming,No,Greek,White,No,41,236 657 9283,Miriam.Clarke@mail.ca,Rarement,Parfois,Régulièrement,Régulièrement,Jamais,Parfois,Rarement,Parfois,Jamais,Régulièrement,10,9,8,8,7,9,5,9,10,10,8,4,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,73897,Greece,Europe,8.08
9849,Ramon,Hale,IT,No,Male,No,Canadian,Black,No,44,865 728 8728,Ramon.Hale@mail.ca,Jamais,Souvent,Souvent,Rarement,Rarement,Rarement,Rarement,Souvent,Parfois,Parfois,10,3,3,10,6,9,8,5,8,9,2,7,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,87515,Canada,North America,6.67
9850,Danny,Ryan,Sales,No,Male,No,English,Asian,No,33,342 903 5521,Danny.Ryan@mail.ca,Souvent,Jamais,Rarement,Rarement,Parfois,Rarement,Jamais,Rarement,Régulièrement,Rarement,7,9,2,8,8,8,5,7,8,6,3,10,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Oui,29580,United Kingdom,Europe,6.75
9851,Shelby,Thomson,Sales,No,Male,No,Canadian,White,No,32,888 571 7785,Shelby.Thomson@mail.ca,Parfois,Souvent,Parfois,Rarement,Souvent,Régulièrement,Rarement,Rarement,Jamais,Jamais,6,8,10,8,9,4,8,8,4,8,6,8,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Oui,69568,Canada,North America,7.25
9852,Domenic,Rothwell,Operations,No,Male,Yes,Canadian,Asian,No,35,321 895 3680,Domenic.Rothwell@mail.ca,Parfois,Parfois,Régulièrement,Parfois,Souvent,Parfois,Parfois,Parfois,Souvent,Rarement,8,9,7,10,5,6,5,4,9,7,7,8,Proposer des formations régulières sur la diversité et l'inclusion.,Oui,Non,Non,79062,Canada,North America,7.08
9853,Benjamin,Lakey,IT,No,Male,No,Argentinian,White,No,26,235 766 2930,Benjamin.Lakey@mail.ca,Parfois,Parfois,Rarement,Jamais,Jamais,Rarement,Parfois,Parfois,Régulièrement,Rarement,9,7,10,4,5,10,3,5,6,6,7,6,Améliorer la transparence dans le traitement des signalements de discrimination.,Oui,Non,Non,16569,Argentina,South America,6.5
9854,Caitlyn,Stanton,Finance,No,Male,No,Canadian,Asian,No,48,266 594 3158,Caitlyn.Stanton@mail.ca,Rarement,Souvent,Jamais,Souvent,Parfois,Souvent,Parfois,Régulièrement,Rarement,Souvent,9,6,10,9,3,8,8,3,9,5,6,6,Renforcer la sensibilisation à la diversité par des événements culturels et des formations interculturelles.,Non,Non,Non,87858,Canada,North America,6.83
9855,Davina,Callan,IT,No,Male,No,Russian,Asian,No,33,761 870 4511,Davina.Callan@mail.ca,Jamais,Rarement,Régulièrement,Souvent,Souvent,Régulièrement,Souvent,Rarement,Jamais,Jamais,8,10,5,7,7,8,6,8,10,9,9,8,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,19491,Russia,Europe,7.92
9856,Alba,Campbell,IT,No,Male,No,Canadian,Asian,Yes,61,553 612 5818,Alba.Campbell@mail.ca,Rarement,Jamais,Souvent,Souvent,Souvent,Jamais,Souvent,Rarement,Jamais,Souvent,6,7,9,3,9,5,5,8,9,9,10,10,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Oui,26380,Canada,North America,7.5
9857,Josh,Maxwell,IT,No,Male,No,Canadian,White,No,36,340 899 2066,Josh.Maxwell@mail.ca,Rarement,Jamais,Parfois,Parfois,Souvent,Souvent,Parfois,Parfois,Parfois,Rarement,10,10,5,5,5,8,9,7,9,7,3,8,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Oui,Non,Non,39065,Canada,North America,7.17
9858,Percy,London,Marketing,No,Female,No,American,White,Yes,30,735 525 2484,Percy.London@mail.ca,Rarement,Régulièrement,Rarement,Parfois,Parfois,Rarement,Rarement,Parfois,Parfois,Parfois,5,6,4,4,7,6,4,8,9,5,6,5,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Oui,61520,United States,North America,5.75
9859,Jack,Gates,HR,No,Male,No,Canadian,White,No,33,732 870 6699,Jack.Gates@mail.ca,Rarement,Rarement,Souvent,Souvent,Rarement,Jamais,Rarement,Jamais,Souvent,Jamais,9,6,7,9,2,5,8,8,7,7,2,10,Renforcer la sensibilisation à la diversité par des événements culturels et des formations interculturelles.,Non,Non,Non,60777,Canada,North America,6.67
9860,Marina,Lindop,Sales,No,Male,No,Malaysian,White,No,27,858 518 7289,Marina.Lindop@mail.ca,Jamais,Rarement,Rarement,Souvent,Jamais,Souvent,Rarement,Rarement,Rarement,Souvent,6,8,10,7,6,6,3,10,10,10,9,9,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,19380,Malaysia,Asia,7.83
9861,Oliver,Mccall,Operations,No,Female,No,Canadian,White,No,26,444 981 6055,Oliver.Mccall@mail.ca,Souvent,Souvent,Régulièrement,Souvent,Parfois,Jamais,Souvent,Rarement,Rarement,Jamais,2,10,9,5,10,9,4,7,8,9,4,9,Proposer des formations régulières sur la diversité et l'inclusion.,Oui,Non,Non,88839,Canada,North America,7.17
9862,Matthew,Morgan,Sales,No,Prefer not to say,No,American,White,Yes,29,951 727 7337,Matthew.Morgan@mail.ca,Souvent,Régulièrement,Souvent,Parfois,Parfois,Jamais,Souvent,Rarement,Souvent,Rarement,8,9,6,8,2,9,1,9,8,8,2,9,Créer un comité dédié à la diversité pour superviser les initiatives inclusives.,Non,Oui,Non,38086,United States,North America,6.58
9863,Doug,Bentley,HR,Yes,Male,No,Canadian,White,No,25,461 852 6272,Doug.Bentley@mail.ca,Parfois,Souvent,Souvent,Rarement,Rarement,Jamais,Souvent,Régulièrement,Jamais,Rarement,5,8,9,1,2,9,8,5,6,8,9,7,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,60187,Canada,North America,6.42
9864,Hannah,Rosenbloom,Sales,No,Female,No,Canadian,Asian,No,35,171 770 3736,Hannah.Rosenbloom@mail.ca,Rarement,Souvent,Rarement,Souvent,Rarement,Rarement,Rarement,Rarement,Parfois,Souvent,8,7,5,5,2,5,5,5,5,5,9,7,Renforcer la sensibilisation à la diversité par des événements culturels et des formations interculturelles.,Non,Non,Non,64989,Canada,North America,5.67
9865,Anabelle,Griffiths,Operations,Yes,Female,No,Canadian,White,No,38,260 611 7450,Anabelle.Griffiths@mail.ca,Parfois,Rarement,Rarement,Jamais,Souvent,Souvent,Rarement,Rarement,Rarement,Jamais,9,7,6,4,9,10,5,5,7,5,6,7,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Oui,23828,Canada,North America,6.67
9866,Sloane,Aldridge,Finance,No,Male,No,Canadian,White,No,36,873 510 8186,Sloane.Aldridge@mail.ca,Rarement,Rarement,Parfois,Jamais,Rarement,Rarement,Parfois,Régulièrement,Jamais,Jamais,10,7,1,6,5,8,9,3,6,6,3,9,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Oui,Oui,31835,Canada,North America,6.08
9867,Liam,Waterson,Finance,No,Female,No,German,White,Yes,28,112 193 4960,Liam.Waterson@mail.ca,Régulièrement,Rarement,Rarement,Rarement,Jamais,Jamais,Jamais,Parfois,Rarement,Rarement,9,4,7,9,6,5,4,7,8,10,4,10,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Oui,76696,Germany,Europe,6.92
9868,Nathan,Harper,RD,No,Male,No,Indian,White,No,30,731 711 3498,Nathan.Harper@mail.ca,Jamais,Rarement,Souvent,Régulièrement,Parfois,Souvent,Parfois,Jamais,Souvent,Rarement,7,7,6,5,8,7,7,9,10,2,10,9,Renforcer la sensibilisation à la diversité par des événements culturels et des formations interculturelles.,Non,Non,Non,16476,India,Asia,7.25
9869,Enoch,Turner,HR,No,Male,No,Indian,Middle Eastern,Yes,41,926 433 7361,Enoch.Turner@mail.ca,Souvent,Souvent,Jamais,Souvent,Jamais,Souvent,Souvent,Parfois,Rarement,Parfois,8,9,7,10,8,3,5,9,7,6,8,2,Créer un comité dédié à la diversité pour superviser les initiatives inclusives.,Oui,Non,Non,55051,India,Asia,6.83
9870,Tyler,Ward,HR,No,Male,No,Vietnamese,White,No,27,768 505 7444,Tyler.Ward@mail.ca,Parfois,Jamais,Jamais,Jamais,Souvent,Jamais,Jamais,Jamais,Régulièrement,Souvent,2,5,8,8,9,5,8,8,9,4,3,8,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Oui,Oui,78233,Vietnam,Asia,6.42
9871,Mason,Oliver,Marketing,No,Female,Yes,Norwegian,White,No,38,139 896 4610,Mason.Oliver@mail.ca,Souvent,Rarement,Souvent,Parfois,Jamais,Parfois,Rarement,Souvent,Parfois,Rarement,8,9,10,4,10,8,5,10,9,9,6,8,Créer un comité dédié à la diversité pour superviser les initiatives inclusives.,Non,Non,Oui,34414,Norway,Europe,8.0
9872,Ryan,Watson,Sales,No,Male,No,Philippine,White,No,50,486 112 8724,Ryan.Watson@mail.ca,Parfois,Parfois,Rarement,Souvent,Souvent,Souvent,Régulièrement,Rarement,Jamais,Rarement,6,8,10,9,7,9,7,9,7,3,6,9,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,19128,Philippines,Asia,7.5
9873,Charlize,Moss,IT,No,Female,No,German,White,Yes,51,907 954 5515,Charlize.Moss@mail.ca,Parfois,Régulièrement,Parfois,Régulièrement,Parfois,Rarement,Régulièrement,Rarement,Régulièrement,Parfois,9,9,8,9,4,8,7,8,7,9,5,9,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,43252,Germany,Europe,7.67
